Алиса	Вес	Внешний вид	Габаритные размеры (В*Ш*Г)	Габаритные размеры (В*Ш*Д)	Гарантия	Гарантия предоставляется	Диапазон температур	Длина сетевого шнура	Заваривание чая	Залив воды без открытия крышки	Звуковой сигнал при закипании	Индикация	Количество режимов нагрева	Количество стенок	Максимальный объем	Маруся	Материал корпуса	Объем	Отключение при закипании	Отключение при отсутствии воды	Отключение при снятии	Отложенный старт	Отсек для сетевого шнура	Подключение	Подсветка корпуса	Потребляемая мощность	Работает в системе Умный дом	Регулировка температуры	Салют	Сенсорное управление	Смартфон в качестве пульта ДУ	Состояние	Сохранение тепла	Способ открытия крышки	Срок службы	Страна	Технология снижения уровня шума	Тип нагревательного элемента	Фильтр от накипи	Функция	Цвет	Цвет подсветки корпуса	Цифровой дисплей	Экосистема
	1.29		25.8*22.2*15.4 см		1 год	производителем	40-100 *С	0.7			Да	включения, уровня воды, температуры	7	2	1.7		стекло/ пластик		Да	Да	Да		Да			2200		Да		Да			Да	кнопка на корпусе		Китай		диск	Да	поддержание температуры	черный/ прозрачный	отсутствует	Да	отсутствует
	1		23.3*15.8*22.1 см		2 года	производителем						включения, уровня воды	1		1.7		металл		Да	Да	Да				Да	2200						новый		кнопка на корпусе		Китай		закрытая спираль	Да			синий		
	1.2	новый	23.9*22.6*14.9 см		1 год	производителем	100-100 *С	0.7				включения, уровня воды	1		1.7		металл/ пластик		Да	Да	Да		Да			2200						новый		кнопка на корпусе		Китай		ТЭН	Да		нержавеющая сталь	отсутствует		отсутствует
					1 год	производителем						уровня воды	1		1.7		нержавеющая сталь		Да	Да	Да					2200						новый		кнопка на корпусе		Китай		закрытая спираль	Да		нержавеющая сталь			
	0.87		22*17.7*23.2 см		3 года	производителем	100-100 *С	0.75		Да		включения, уровня воды	1	1	1.8		металл		Да				Да			2200						новый		ручное		Китай		диск	Да		стальной	отсутствует		отсутствует
	1	новый	22.3*21.5*15.5 см		1 год	производителем	99-100 *С	0.75				включения, уровня воды	1	1	1.7		нержавеющая сталь		Да	Да	Да		Да			2100						новый		кнопка на корпусе		Китай		диск	Да		стальной	отсутствует		отсутствует
	1	новый	24*18.5*20 см		2 года	производителем	100-100 *С	0.8				включения, уровня воды	1	1	1.7		термостойкое стекло/ пластик		Да	Да	Да		Да		Да	2200						новый		нажатие		Китай		диск	Да		бежевый	синий		отсутствует
	0.9		22.5*15.6*20 см		1 год	производителем	20-100 *С	0.75			Да	включения, уровня воды, температуры	1	1	1.7		пластик		Да	Да	Да					2200						новый		нажатие		Китай		ТЭН	Да		красный	отсутствует		отсутствует
	1.75	новый	27*21*17.5 см		1 год	производителем	60-100 *С	0.6	Да		Да	включения, уровня воды, температуры	5	1	1.7		стекло закаленное		Да	Да	Да		Да			2400		Да				новый	Да	полностью съемная		Китай		закрытая спираль	Да	заваривание чая, поддержание температуры	серый			отсутствует
	1.4		23*21*18 см		1 год	производителем	100-100 *С	0.75				включения, уровня воды	1	1	1.7		термостойкое стекло		Да	Да			Да		Да	2200						новый		кнопка на корпусе		Китай		диск	Да		серебристый/ прозрачный	синий		отсутствует
	0.69	новый	23.2*21.3*14.8 см		1 год	производителем	100 *С	0.75				включения, уровня воды	1	1	1.8		нержавеющая сталь/ пластик		Да	Да	Да		Да			1500						новый		кнопка на корпусе		Китай		диск	Да		нержавеющая сталь/ черный	отсутствует		отсутствует
	0.165	новый	25*22.8*14 см		1 год	производителем	1-100 *С	0.9				включения, уровня воды	1	2	2		пластик		Да	Да	Да					1800						новый		кнопка на корпусе		Китай		диск	Да		черный	отсутствует		
	1.12	новый	23.8*22*15 см		1 год	производителем	100-100 *С	0.65				включения, уровня воды	1	1	1.7		нержавеющая сталь/ стекло/ пластик		Да	Да			Да		Да	2200						новый		кнопка на корпусе		Китай		диск	Да		черный	голубой		отсутствует
